Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2023-07-06;0;22.7;15.9;8.9;68;6.4;2.4;
2023-07-07;0;22.3;16.5;12.3;74.5;6.3;2.5;
2023-07-08;47.6;19.1;15.2;12.6;93.7;11.4;2.7;
2023-07-09;8.6;18.4;14.8;12.9;93.7;7.8;4;
2023-07-10;0;17;15.1;12.8;96.5;8.8;2.4;
2023-07-11;14.8;16.5;15.7;13.8;97.7;7.5;2.2;
2023-07-12;56.6;19.6;16.2;14.4;91.7;14.5;4.2;
2023-07-13;19.8;15;9.4;6.7;93.4;19.6;6;
2023-07-14;4.4;8.3;5.3;3.3;90.5;10.1;2;
2023-07-15;.4;15.1;8;1.5;80.5;9.8;3;
2023-07-16;0;16.9;11.7;7.1;72.3;6.3;1.8;
2023-07-17;0;15.1;11.9;9.2;79.9;6;1.3;
2023-07-18;0;11.6;9.4;7.2;93.5;7.8;3;
2023-07-19;0;13;9.3;6.7;88.2;12.6;6.4;
2023-07-20;0;17.5;12.2;8.5;85;13.3;6.8;
2023-07-21;0;21.6;14.5;11.5;86.5;12.5;5.3;
2023-07-22;0;20.5;15.5;11.9;83.9;12.3;5.9;
2023-07-23;0;23.7;16.6;9.6;78.1;9.3;2.5;
2023-07-24;.2;22.5;18.4;14.6;71.2;6.1;1.9;
2023-07-25;0;23.9;18.7;15;59.6;6.7;2.3;
2023-07-26;0;23.4;18.6;15.3;66.5;11.1;3;
2023-07-27;15;20.1;15.6;11.9;91.2;21.2;1.5;
2023-07-28;.4;16.3;12.9;13.2;94.1;7.4;2.3;
2023-07-29;9.2;14.1;7.8;2.8;89.2;7.4;3.4;
2023-07-30;.2;19.9;12.1;3.7;83.4;8.5;3.1;
2023-07-31;0;20.7;13.3;6.4;85.8;6.7;2;
2023-08-01;.2;22.5;15.4;7.9;79;7.1;2.3;
2023-08-02;0;23.4;17.7;10.8;65.6;7.1;1.9;
2023-08-03;0;22.9;17.8;13.2;70;6.1;1.8;
2023-08-04;0;23.3;17.4;10;72.4;10.3;2.9;
2023-08-05;0;25.8;19.8;12.1;62.4;5.1;1.5;
2023-08-06;0;25;18;10.5;64.8;9.6;3.5;
2023-08-07;0;23.6;16.8;16.4;74.6;11.9;1.8;
2023-08-08;6.6;15.4;12.2;10.7;89.5;15.5;6.6;
2023-08-09;4;15.9;11.7;9.3;90.1;16.8;6.9;
2023-08-10;5.4;19.3;15;10.6;91;7.9;4;
2023-08-11;43;17.4;15.2;12.3;89;14.7;3.9;
2023-08-12;17.6;16.6;13.1;13;95.3;12.9;2;
2023-08-13;7.2;17.3;8.8;1.7;71.7;6.2;1.9;
2023-08-14;.2;21;11;4.3;82.2;5.2;2.3;
2023-08-15;.2;22.9;13.8;5.8;78.8;6.9;2.9;
2023-08-16;0;23.2;14.7;8.3;81.9;9.1;4.1;
2023-08-17;.2;26.3;18.6;10.6;76.3;7.5;2.2;
2023-08-18;0;25.9;17.9;17.2;78;16.9;4.6;
2023-08-19;10.6;16.4;12.5;10.8;86;9.5;2.4;
2023-08-20;0;18.7;13.1;8;84.1;8;1.9;
2023-08-21;.8;21.6;16.2;12.8;84;8.7;1.7;
2023-08-22;0;26.4;19.5;12.2;71.6;12.6;3.7;
2023-08-23;0;28.2;23.2;19.1;62.5;17.9;3.6;
2023-08-24;0;22.7;19.3;18;75.8;9.1;2.4;
2023-08-25;5;13.7;10.1;8.5;92.3;11;4.8;
2023-08-26;0;14;8.9;3.8;62.1;9.3;4.1;
2023-08-27;0;14.7;7;.5;70.2;8.9;3.3;
2023-08-28;0;15.5;8.8;3.5;77.6;9.8;4.4;
2023-08-29;0;18.8;11.1;5.1;75.4;11.3;4.1;
2023-08-30;0;21.7;12.7;5.5;77.2;6.8;3;
2023-08-31;.2;23;15.5;8.6;74.5;8.1;3;
2023-09-01;0;20.7;16;10.4;70.8;13.4;5;
2023-09-02;13.2;20.3;15.3;12;87.5;19.7;4.1;
2023-09-03;.2;24.9;19.1;13.7;85.8;13;3.3;
2023-09-04;11.2;27.5;21.5;19;82.7;22.9;4.8;
2023-09-05;24.8;19.1;13.9;10.7;84.7;15.6;3.2;
2023-09-06;.2;17.6;13.3;10.3;82.8;13.6;6.9;
2023-09-07;0;22.3;15.4;12;79.5;17.3;8.5;
2023-09-08;17.6;17.9;15.8;14.2;89.1;15;3.3;
2023-09-09;7.2;18.8;15.3;12.9;90.9;6.9;1.7;
2023-09-10;1.4;25.4;18.7;14;81.6;6.9;2.6;
2023-09-11;0;29.4;20.5;13.2;73.6;9.8;3.6;
2023-09-12;.2;29.7;22.2;18.5;65.7;13.6;4.2;
2023-09-13;0;22.8;18.9;18.3;81.5;14.5;4.6;
2023-09-14;8.2;14.1;9.8;7.1;79.8;13.8;3.4;
2023-09-15;0;20.1;11;1.9;61.2;6;2.2;
2023-09-16;0;26.1;15.9;6.7;63.5;8;3.2;
2023-09-17;0;30.1;22.9;14.7;53;8.5;2.8;
2023-09-18;0;31.4;25.5;20.9;52;12.1;3.9;
2023-09-19;0;24.7;17.9;16.7;89.4;12.1;5.3;
2023-09-20;28.4;27.4;19.9;15;85.6;9.3;3.4;
2023-09-21;0;29.9;22;16.9;77.5;9.4;3.8;
2023-09-22;.4;28;21.4;18;72.2;16.6;3.7;
2023-09-23;0;30.4;22.1;17.1;70.7;16.9;3.6;
2023-09-24;0;32.1;24.9;17.7;69.7;16.8;3.3;
2023-09-25;null;25.7;19.5;19.2;91.3;18.5;4.8;
2023-09-26;28.4;31.3;21.4;15.4;80.7;23.3;4.8;
2023-09-27;43.2;21.3;16.1;13.7;89.9;10.5;3.1;
2023-09-28;.2;19.5;11.6;5.4;80.3;15.5;6.3;
2023-09-29;0;20.1;14.8;11.4;81;14.6;6.1;
2023-09-30;null;18.1;null;13.8;93.8;7.9;3.1;
2023-10-01;1.2;21.8;17.1;14.3;79.2;6.6;2.5;
2023-10-02;0;24.1;16.8;9.5;61.7;7.7;2.2;
2023-10-03;0;28.2;20;12.3;74.3;13.9;3.7;
2023-10-04;66.6;22;17.3;15.6;95.7;15.3;4.5;
2023-10-05;27.4;20.7;16.1;13.7;92.3;8.4;2.2;
2023-10-06;3.4;22.8;17.7;14.8;90.4;9;3.7;
2023-10-07;65;19.4;16.2;16.5;96.3;17;4.3;
2023-10-08;35.6;16.9;15.4;14.3;95.1;14.3;3.8;
2023-10-09;8.2;22.9;16.6;12.9;79;6.6;2;
2023-10-10;.2;25.6;17.9;12.5;74.5;10.8;4.9;
2023-10-11;0;24.7;17.6;14.2;85.2;12.7;4.8;
2023-10-12;59.8;16.8;14.3;13.8;96;11.4;5.1;
2023-10-13;1.6;17.5;12.3;10.1;91.3;9.5;4.8;
2023-10-14;0;20.4;13.6;9.8;80.8;13.1;6.6;
2023-10-15;0;24.2;16.1;12;80.2;11.4;6;
2023-10-16;1.2;25;18.2;15.3;88;22.2;5.1;
2023-10-17;69.8;17.9;null;14.7;94.7;13.2;2.9;
2023-10-18;9.2;18.2;16.2;14.1;95.6;9.8;3.3;
2023-10-19;8;16.4;13.7;12;94.7;12;5.2;
2023-10-20;0;25.3;17.1;12.2;81.4;13.5;3.8;
2023-10-21;0;26.6;18.3;13.8;81.5;9.7;5.3;
2023-10-22;0;27.9;20.1;14.6;73.5;11.7;4.5;
2023-10-23;0;27.1;21.3;16;75.3;8.5;3.2;
2023-10-24;0;22.9;20;17;82.9;14.2;2.8;
2023-10-25;0;26;20.1;16.7;71.4;11.2;2.2;
2023-10-26;0;26;18.9;11.2;61.9;10.3;2.3;
2023-10-27;0;20.8;17;14.6;84.4;14.1;5.3;
2023-10-28;53.8;17;15.8;14.9;95.3;10.9;4.6;
2023-10-29;33.2;26.3;19.8;15.4;82.9;13.6;3;
2023-10-30;0;25.4;18.5;16.7;88.9;15.1;2.9;
2023-10-31;19.8;23.8;18.7;15.6;84;5.3;1.6;
2023-11-01;null;26.5;null;16;78.4;12.1;4.9;
2023-11-02;31.6;20;16.1;14.2;89.7;15.2;6.8;
2023-11-03;48.4;18.5;15.7;14.7;95.6;14.8;4.8;
2023-11-04;17.2;16.6;10.8;7.1;79;12.4;3.8;
2023-11-05;0;26;15.2;4.5;56.9;9.3;3.3;
2023-11-06;0;27.5;18.1;9.4;62.1;9.2;4.5;
2023-11-07;0;30;19.4;10.7;62;13;5.7;
2023-11-08;0;31;21.9;13.6;68.8;8.2;3.6;
2023-11-09;11.8;24.4;19.1;17.4;86.5;17.8;4.1;
2023-11-10;6.2;28;21.2;16.2;78.1;11.4;4.8;
2023-11-11;0;33;25.1;18.6;69.3;15.3;5;
2023-11-12;0;34.5;26.2;18.3;65;12.7;3.7;
2023-11-13;1.6;27.3;19.4;19;90.3;10.4;4.1;
2023-11-14;23.4;18.5;17;16.7;95;11.5;2.9;
2023-11-15;27.6;19.8;17.6;15.8;92.7;15;4.5;
2023-11-16;75.8;20.7;18.5;15.9;96;23.1;4.2;
2023-11-17;105.2;23.4;19.4;17.2;95.2;20.3;4.7;
2023-11-18;26.2;24;18.6;17.4;89.3;15.1;3.8;
2023-11-19;4.4;26.2;18.1;10.9;73.9;9.3;3;
2023-11-20;0;28.4;20.3;13.9;67.6;11.2;3.7;
2023-11-21;0;29.1;21.6;15;70.4;8.3;3.1;
2023-11-22;0;28.2;21.1;17.7;86;13.2;3.4;
2023-11-23;35;24.2;19.8;17;87.3;9.4;3.6;
2023-11-24;null;24.7;null;12.5;59.4;10.2;3.8;
2023-11-25;0;26.4;18.7;11.5;57.3;10.4;4.5;
2023-11-26;0;26.5;19.3;13.3;67.8;9.7;4.4;
2023-11-27;0;21.1;17.6;15.2;85.7;10.7;4.5;
2023-11-28;27.2;21.6;null;16.5;94.6;8.2;4;
2023-11-29;18;28;21.8;16.9;80.8;8.9;2.4;
2023-11-30;0;29.4;null;18.7;70.8;11.1;2.4;
2023-12-01;0;32.3;25.5;17.9;65.5;9.3;2.9;
2023-12-02;0;33;25.6;20.6;74;10.4;3.1;
2023-12-03;0;31.7;23.3;19;77.8;14.9;3.3;
2023-12-04;null;23.7;20.4;19.9;94.7;10.5;3.8;
2023-12-05;45.2;22.4;18.9;16.8;90.1;12.1;6.3;
2023-12-06;0;26.7;21.9;18.4;81.3;11.5;4;
2023-12-07;17.2;25;20;18;92.7;13.5;2.5;
2023-12-08;10;20.9;17.9;15.7;87.7;8.7;3;
2023-12-09;.2;23.2;17.4;14.3;82.8;12;6.1;
2023-12-10;4.6;20.3;16.6;14.3;89;14.4;4.6;
2023-12-11;8.4;26.1;19.2;14.5;77.6;7.5;3.1;
2023-12-12;.2;28.1;21.1;15.6;67.3;12.7;4.9;
2023-12-13;0;28.5;21.8;15.7;64.5;11.3;4.1;
2023-12-14;0;31.6;24.1;17.6;65.2;9.5;3.2;
2023-12-15;0;34.3;26.7;19.9;61.3;9.6;2.8;
2023-12-16;0;33;23.5;19.9;78;15.9;3.7;
2023-12-17;2.4;33.1;25.1;18.2;65.1;8.3;3.2;
2023-12-18;0;32.3;23.6;18.3;71.5;14.8;3.2;
2023-12-19;1.4;29.5;23.4;18.9;77.1;11.8;3.7;
2023-12-20;null;27;null;17.9;74.1;11.1;5.2;
2023-12-21;0;28;22;17;69.1;12.1;4.3;
2023-12-22;0;30.7;null;17.4;70;7.3;2.6;
2023-12-23;null;26.8;20.2;16;81.9;20.4;3;
2023-12-24;.2;29.1;22.8;17.5;76.7;10.9;2.3;
2023-12-25;null;24.1;20.6;17.5;82;15.5;3.8;
2023-12-26;1.2;24.5;19.8;15.1;68;9.3;2.5;
2023-12-27;null;27.5;19.8;11.9;63.2;7.9;3.3;
2023-12-28;0;30.1;22.5;16.6;67.7;11;4.1;
2023-12-29;0;26.3;20.2;20.3;80.7;19.6;2.5;
2023-12-30;3;25.2;20;15.6;72;8.2;1.8;
2023-12-31;0;26.8;20.2;13.9;68.1;9.5;3;
2024-01-01;0;28.9;21.7;16.9;69.8;12.9;4.4;
2024-01-02;7.6;23.8;18.6;17.3;90;9.2;4.5;
2024-01-03;3.2;27.6;20.3;16.1;79;9.2;3.9;
2024-01-04;0;25.2;20;16.4;77;12;4.6;
2024-01-05;0;26.5;20.4;16.5;76.2;11.5;4.8;
2024-01-06;0;28.4;21.8;16.6;74.2;11.3;4;
2024-01-07;0;30.1;23.6;18.6;74.3;11.3;3.4;
2024-01-08;0;31.6;25.5;20.2;68;11.6;2.7;
2024-01-09;null;32;null;18.9;79;13.5;3.6;
2024-01-10;3.4;30.6;23.8;17.2;69.4;9.5;2.9;
2024-01-11;0;29.9;23.9;20.3;78.2;13.7;4.1;
2024-01-12;1.2;26.2;21.8;19.1;85.9;10.3;3.3;
2024-01-13;null;27.3;null;17.5;78.3;11.6;5.2;
2024-01-14;0;30.9;23.6;17.4;73.5;10.9;3.5;
2024-01-15;18.4;28.1;22.6;17.6;80.7;14.3;3.1;
2024-01-16;7.6;30;23.8;18;81.1;10.8;2.3;
2024-01-17;22.2;23.5;19.7;17.5;93.6;22.3;2.9;
2024-01-18;54.2;21;19.9;18.3;96.6;13.6;3.8;
2024-01-19;42.8;28;23.1;19.1;83.3;10.8;2.6;
2024-01-20;0;28;22.7;19.5;80.1;10.8;2.5;
2024-01-21;3.2;27.1;20.9;15.6;78.8;9.8;2.5;
2024-01-22;12.4;21.7;17.7;14.9;85.1;12.8;5.6;
2024-01-23;1.6;18.8;16.3;14.9;88.9;14.3;5.6;
2024-01-24;11.6;19.7;15;13.1;90;12;4.4;
2024-01-25;3.8;21.3;15.7;11.7;81.9;10;3.9;
2024-01-26;0;22.2;15.2;10.3;85.5;11.2;3.6;
2024-01-27;3.8;22;16.1;12.5;87.7;9.7;3.3;
2024-01-28;3.2;24.1;17.7;14.8;84;9.9;3.2;
2024-01-29;0;25.5;19.1;11.8;73.6;8.2;2.5;
2024-01-30;0;27.3;21.7;15.2;68;7.6;1.6;
2024-01-31;0;29.2;21.8;14;70.3;8.6;2.8;
2024-02-01;0;28.7;22.6;16.9;74.1;8.8;3.3;
2024-02-02;0;27.8;21.7;16.2;75.5;9.7;4;
2024-02-03;null;29.2;22.4;17;70.1;10;3.3;
2024-02-04;0;29.5;23.6;17.8;70.6;11.2;3.1;
2024-02-05;0;30.9;23.4;16.7;68.6;7.6;2;
2024-02-06;1.8;30.4;24.4;18.8;72.3;8.4;3.3;
2024-02-07;.2;30.4;22.7;19.3;80.7;15.2;2.9;
2024-02-08;null;31.4;null;16.8;71.4;10.5;3.3;
2024-02-09;0;30.6;23;19.3;80;13.4;3.5;
2024-02-10;.4;30.5;24;19.1;69.5;12;4.4;
2024-02-11;0;31.3;24.7;18.9;68.3;9;3.6;
2024-02-12;0;32.2;24.6;18.2;71.8;10.1;3;
2024-02-13;1.2;25.1;22.6;20.4;86.5;8.7;2.3;
2024-02-14;3;21.9;19.2;18.4;95.9;10.9;3.8;
2024-02-15;1.4;22;17.3;14.3;87.6;13.6;6.2;
2024-02-16;3;18.5;17.5;15.9;94.5;9.7;4.9;
2024-02-17;23;24.4;null;16.8;88.3;11.4;4.5;
2024-02-18;null;27.7;20.8;17;83;10.8;4.1;
2024-02-19;0;26.6;20;15.9;84.4;9.2;3.3;
2024-02-20;0;26.3;20.7;16.5;81.7;8.1;3.7;
2024-02-21;0;26.1;20.6;15.2;77;8.3;3.5;
2024-02-22;0;26.7;20.6;15.5;79.9;8.5;3.1;
2024-02-23;0;29;22.7;18.2;79.6;8.2;2.7;
2024-02-24;0;30.2;23.5;18.6;78.7;11.7;2.5;
2024-02-25;2;27.5;22.2;19.3;85.3;11.7;4.6;
2024-02-26;4;26.2;21.6;18.7;84.1;11.1;5.1;
2024-02-27;39;25.4;21;18.4;93.9;17.2;3.2;
2024-02-28;35.4;28.2;23;19.8;86.8;7.6;1.7;
2024-02-29;1.6;26.8;21.8;18.7;85.7;10.8;1.6;
2024-03-01;1.8;27.7;22.4;18.8;81.2;7;2.1;
2024-03-02;0;28.6;22.4;17.2;77.8;9.3;3.3;
2024-03-03;0;28.9;22.5;17.4;80;8.4;2.3;
2024-03-04;0;25.1;20.4;17;89.3;8.8;2.7;
2024-03-05;15.4;23.6;19.8;18.1;90;7.9;2.1;
2024-03-06;.4;25.7;19.5;15.9;86.7;8.9;3.8;
2024-03-07;0;26.3;20.5;17.6;85.9;9;4;
2024-03-08;8.8;21.3;19.9;18.6;94.7;10.9;3.5;
2024-03-09;34.4;26.9;21.5;19.3;91.9;8.1;2.4;
2024-03-10;3.4;27.3;21.8;18.6;80.1;9;1.9;
2024-03-11;0;28.8;21;15.5;74.3;9;3.2;
2024-03-12;0;29.8;22.1;16.2;72.3;9.6;3.3;
2024-03-13;0;31.4;22.6;15.7;71.9;8;2.7;
2024-03-14;0;30.5;23.5;16.2;66.9;7.5;2.3;
2024-03-15;0;29.4;24.3;17.7;61.7;7.8;1.9;
2024-03-16;1.6;30.6;null;19.9;83;12.6;2.7;
2024-03-17;14.8;24.5;20.7;17.8;86.9;13.9;2.2;
2024-03-18;0;29;23.1;17.9;78.9;8.2;2.6;
2024-03-19;6;26.2;21.4;18.5;87.6;10.2;2.4;
2024-03-20;0;30;22.7;18.4;83.7;8.7;3.1;
2024-03-21;17.8;25.2;20.5;15.6;87.5;null;null;
2024-03-22;1.6;21.7;17.9;14.5;84.2;7.6;3.2;
2024-03-23;0;21.6;15.9;10.5;76.5;15.4;6.6;
2024-03-24;0;23.9;18.1;14.6;80.3;13.4;4.7;
2024-03-25;.2;25.5;19.2;14.3;79.2;8;2.5;
2024-03-26;0;25.9;18.9;13.6;78.2;8.7;3.5;
2024-03-27;0;26;19.6;14.2;77.6;9.5;3.4;
2024-03-28;.2;26.4;20.4;16.1;78.1;7.9;2.9;
2024-03-29;0;26.8;19.8;16.2;79.3;7.2;2.4;
2024-03-30;7;27.1;20.5;15.6;76.5;8.4;2.8;
2024-03-31;.2;27.7;22.5;15.5;60.9;6.7;1.4;
2024-04-01;0;28.1;21.6;15.4;68;10.2;3.5;
2024-04-02;0;27.4;21.6;17.5;73.6;8.1;2;
2024-04-03;0;30.4;22.9;17.5;72.2;9.3;3.2;
2024-04-04;0;29.8;23.4;19.1;78;8;2.8;
2024-04-05;0;30.3;22.4;18.3;79.1;12.7;2.8;
2024-04-06;0;25.7;19.4;16.9;82.7;12.4;5.2;
2024-04-07;0;17.7;16.4;15.3;90.5;12.6;4.2;
2024-04-08;10.4;23.9;18.9;15.5;88.4;6.6;2.5;
2024-04-09;1.8;27;21.1;16.5;76.3;6.5;2;
2024-04-10;0;27.7;21;14.6;72.7;6.3;2;
2024-04-11;0;24.8;19.7;17.1;87.5;9.5;3.5;
2024-04-12;11.2;25.7;20;17.5;83.3;13.3;5.7;
2024-04-13;0;24.7;20.3;17.9;83;12.8;5.9;
2024-04-14;35.8;21.6;19.4;18.1;93.5;9.9;5.2;
2024-04-15;.2;22;19.6;18.4;92.9;10.4;4.7;
2024-04-16;12.2;21.4;19.9;19.1;93.6;13;4.3;
2024-04-17;26.4;19;16.1;13.2;81.9;10.8;2.9;
2024-04-18;0;20.7;14.7;10.4;66.6;10.5;2.3;
2024-04-19;0;24.1;15.5;7.2;62.1;7;3.1;
2024-04-20;0;25.2;16.2;9.2;70.1;10.6;3.6;
2024-04-21;.2;26.8;17.7;10.9;68.7;8.1;2.9;
2024-04-22;0;25.8;18.7;12;69.1;12.3;2.2;
2024-04-23;7;24.2;19;16;89;13.3;2.6;
2024-04-24;.4;22.7;18.6;15.1;89.5;5.1;1.6;
2024-04-25;.4;24.2;18.7;16.4;90.8;10.3;3.6;
2024-04-26;0;27.3;20.2;15.1;81.1;9.2;4.1;
2024-04-27;0;28.5;21.7;14.9;79.1;13.1;3.2;
2024-04-28;16.4;21.9;19.8;18.7;94.6;8.2;2;
2024-04-29;61;28.1;22;17.6;84.8;8.9;2.7;
2024-04-30;0;29.1;23.5;20.2;71.2;10.6;3;
2024-05-01;0;28.5;22.7;20.4;75.3;12;3.7;
2024-05-02;.4;23.4;19;18.2;89;13.6;3.5;
2024-05-03;127.2;18.6;16.9;16;93.9;13.1;3.5;
2024-05-04;22.8;21.9;18.3;16.4;94.4;10.6;2.8;
2024-05-05;12.2;27.9;21.5;16.6;77.3;9.9;3.5;
2024-05-06;0;27.9;21.3;16.1;70.3;12.7;2.9;
2024-05-07;0;27.7;21.1;14.4;69.8;8.2;2.3;
2024-05-08;0;27.7;22.5;17.3;67.9;13.6;3.9;
2024-05-09;1.8;23;17.3;15.5;97.6;9;2;
2024-05-10;3.2;24.5;20.1;15.7;86.6;12.9;3.5;
2024-05-11;.2;26.5;21.4;17.8;78.7;11.4;2.1;
2024-05-12;null;26.3;null;18.3;71.2;13.2;3;
2024-05-13;null;null;null;null;null;null;null;
2024-05-14;null;null;null;null;86.4;null;null;
2024-05-15;0;17.2;9.1;3.9;87.3;5.8;2.3;
2024-05-16;.4;20.6;15.9;5.5;90.7;7.1;2.5;
2024-05-17;4.2;18.3;15.7;13.7;93.8;8.2;1.8;
2024-05-18;4.2;15.3;14.1;13.6;98.7;6.6;1.4;
2024-05-19;28.6;15.6;12.5;10.8;97.4;9.2;3;
2024-05-20;1.4;15.5;10.4;7.2;85.2;7.2;2.5;
2024-05-21;0;23.4;14.6;7.2;82.5;9.1;4.7;
2024-05-22;.2;26.8;18.7;12.7;80.2;8.9;3.5;
2024-05-23;0;25.9;20.1;18.1;76.2;13.1;5;
2024-05-24;46.8;17.2;15;14.7;96.4;11.1;3.1;
2024-05-25;4.2;10.7;7.6;6.2;89.5;7.9;2.4;
2024-05-26;0;14;8.8;4.6;88.9;13.1;5.2;
2024-05-27;8.4;14.8;11.4;9.3;94.7;13.6;5.4;
2024-05-28;11.8;9.4;5.9;4.6;92.8;13.5;4.8;
2024-05-29;1;13.8;8.8;4.3;88.3;7.5;2.1;
2024-05-30;.2;16.5;9.1;1.4;82;5.2;2.4;
2024-05-31;.2;17.8;9.8;3.6;86;9.7;4;
2024-06-01;0;19.5;12.2;6.2;79;12.4;5.3;
2024-06-02;0;23;14.3;6.8;76.8;7.6;2.5;
2024-06-03;0;20.5;16.6;10.1;74.9;7.4;2.4;
2024-06-04;0;17.1;12.4;9.7;92;9.9;4.7;
2024-06-05;0;23.7;15.9;10.9;84.5;8.1;2.9;
2024-06-06;0;23.9;17.9;12.8;75.2;4.4;1.6;
2024-06-07;.2;23.4;18.1;14.3;63;6.2;1.9;
2024-06-08;0;22.8;17.1;10.9;73.9;9.2;3.1;
2024-06-09;0;24.8;17.9;12.1;74.4;9.1;2.9;
2024-06-10;0;25;19.6;14.8;70.6;11.1;2.6;
2024-06-11;0;25.5;20.6;17.4;63.2;10;2.3;
2024-06-12;0;23.6;17.7;11.6;70.8;8.4;2.3;
2024-06-13;0;25;18;10.3;68;9.5;3.4;
2024-06-14;0;25.8;19.4;12;55.7;11.2;3.6;
2024-06-15;0;25.2;19.5;16;68.1;14.3;3.3;
2024-06-16;.4;22.7;18.8;16.1;75.8;10.8;3.1;
2024-06-17;19;17.3;15.9;15.4;94.7;8.8;2.4;
2024-06-18;58;21.7;16.3;13;90.6;12.9;3.9;
2024-06-19;4.4;23.4;18.9;15.1;70.6;12.2;3.1;
2024-06-20;13.4;19.3;15.1;14.8;94.2;12.2;2.9;
2024-06-21;7.8;18.2;14.9;12.8;86.2;12.8;5.5;
2024-06-22;0;24.6;18.2;11.3;69.9;14.6;4.1;
2024-06-23;0;23.7;19.8;16.3;71.6;10.3;3.1;
2024-06-24;34.6;19.9;16.2;15.4;92.9;8.1;2.1;
2024-06-25;12.6;13.1;10.6;8.6;96.5;10.4;4.3;
2024-06-26;13.6;14.3;11.5;9.1;96.8;12.7;4.2;
2024-06-27;null;16.7;null;4.3;76.6;8.9;2;
2024-06-28;0;16.9;12;6.4;87.3;10.7;2.3;
2024-06-29;2.8;10.5;6.8;5.2;85.5;8.9;2.7;
2024-06-30;0;9.9;3.5;-1.3;67.2;6.2;1.3;
2024-07-01;0;18.6;8.5;-1.2;56.8;6.2;1.8;
2024-07-02;0;21.8;13.5;4.1;51.7;7;2.2;
2024-07-03;0;23.8;17.4;7.8;68.7;13.5;2.3;
2024-07-04;0;23.9;18.5;15.4;62.1;12.6;2;
2024-07-05;0;21.1;16.2;15.6;70.8;8.7;2.1;
2024-07-06;3.2;12.1;8.9;7;96.2;9;4.4;
2024-07-07;50.6;10.2;9.2;8.4;97.6;9.8;3.5;
2024-07-08;26.8;12;9.2;8.1;95;6;2.5;
2024-07-09;1.8;11.3;9.3;8.2;95.1;9.2;3.5;
2024-07-10;1.8;12.2;8.7;8;91.2;8.7;3.1;
2024-07-11;6.6;8.3;7;5.6;96;6.9;1.8;
2024-07-12;24.4;7.9;6.5;4.9;91.5;7.1;2.2;
2024-07-13;0;11.7;8.5;4.3;93.8;13.1;4.6;
2024-07-14;19.4;14.1;11.3;8.7;95.2;10.5;3.7;
2024-07-15;0;13.3;11;8.9;90.4;11.7;5.3;
2024-07-16;0;15.4;12.7;10.3;88.5;12.5;6;
2024-07-17;.4;19.3;14.1;10.9;87.8;9.8;3.3;
2024-07-18;0;21;15.4;11.1;76.9;6.7;1.8;
2024-07-19;0;22.2;14.3;6.3;75.7;6.5;2.4;
2024-07-20;0;21.9;14.8;8.2;76.8;7.1;3.4;
2024-07-21;0;22.2;13.9;6.1;69.3;8.3;3;
2024-07-22;0;22.6;16.9;9.7;59.7;5;1.6;
2024-07-23;0;23.7;15.4;7.8;66;12.4;4.3;
2024-07-24;0;23;16.5;9.2;59.9;12;3.8;
2024-07-25;0;23.9;18.2;12;56.3;11.9;2.6;
2024-07-26;0;25.2;19.7;14.9;55.8;8.2;2.2;
2024-07-27;0;20.5;17.3;13.1;68.4;5.6;1.8;
2024-07-28;.2;20.4;15.6;11.4;78.4;10.5;2.3;
2024-07-29;11.6;14.9;12.5;12.8;95.2;9.5;3.2;
2024-07-30;0;14.3;10.7;8.9;83.8;14.9;6.4;
2024-07-31;0;17.2;12.4;9.9;82.4;13.9;6.2;
2024-08-01;0;23;15.1;10.3;84.4;10.7;5.6;
2024-08-02;0;23.5;16.8;12.8;76;12.4;6.4;
2024-08-03;0;23.3;18.3;12.9;70.8;15.2;6;
2024-08-04;0;23.2;19.7;18.3;61.6;13.5;4.2;
2024-08-05;15.2;22.1;17.6;15.1;84.7;8.9;3.1;
2024-08-06;2.2;25.4;19.4;15.3;71.3;11;3.8;
2024-08-07;null;null;null;null;82.5;null;null;
2024-08-08;16.2;15.9;13.7;13.1;95.6;9.4;2.1;
2024-08-09;1;10.4;6;4;85.1;9.8;2.7;
2024-08-10;0;12;6.2;3.4;80.9;7.5;1.8;
2024-08-11;.2;12.9;7.9;4;69.5;10.7;3;
2024-08-12;0;9.9;5.9;1.7;69.5;11.9;3.3;
2024-08-13;0;15.8;6.2;-1.5;61.1;7.5;3.1;
2024-08-14;0;22.3;10.7;1.1;60.4;8.3;2.9;
2024-08-15;0;25.5;15.5;7;55.5;6.2;2.3;
2024-08-16;0;28.2;21.2;11.7;47.8;8.3;2.6;
2024-08-17;0;29.2;23.3;18.6;45;11.4;2.7;
2024-08-18;0;30.3;24;19.2;44;7.8;2.7;
2024-08-19;0;30.4;24.9;21;38.4;11.6;3;
2024-08-20;0;25.1;19.3;15.8;67.6;9.3;3.4;
2024-08-21;.2;25.9;18.8;14.6;73.1;13.2;6.6;
2024-08-22;0;28.6;19.5;15.8;65;15.2;5.8;
